"snail_ID","Axis1","Axis2","ecotype.x","sex_dissection","DistAlongPath","ecotype.y","group","cluster"
"ANG239",3.2440848861902,-14.5003269702631,"Crab","female",49.15983918,"Crab","C_F","2"
"ANG240",4.5953786287001,-16.5740009252411,"Crab","female",46.94879549,"Crab","C_F","2"
"ANG241",5.97051385092975,-14.410695733351,"Crab","female",48.13024487,"Crab","C_F","2"
"ANG243",3.59468791962181,-15.5094569523999,"Crab","female",47.38743443,"Crab","C_F","2"
"ANG244",1.39135002333158,-13.4804509421805,"Crab","female",45.03195482,"Crab","C_F","2"
"ANG245",3.32021266199706,-12.0327483911865,"Crab","female",45.61365816,"Crab","C_F","2"
"ANG247",3.99004600250996,-12.8062218867082,"Crab","female",46.24462926,"Crab","C_F","2"
"ANG249",4.2217189353174,-12.8283107008013,"Crab","female",45.84052899,"Crab","C_F","2"
"ANG251",3.72805139361538,-13.8953400790478,"Crab","female",8.989725294,"Crab","C_F","2"
"ANG254",2.36698694461731,-15.198156627659,"Crab","female",8.520774006,"Crab","C_F","2"
"ANG255",4.38099002695965,-15.8756455752883,"Crab","female",5.492682088,"Crab","C_F","2"
"ANG256",3.67428194379291,-15.6923438398747,"Crab","female",6.473349333,"Crab","C_F","2"
"ANG259",3.17584695088194,-13.2926589255596,"Crab","female",4.916443827,"Crab","C_F","2"
"ANG260",1.82506406862669,-8.84841857004148,"Crab","female",4.707269737,"Crab","C_F","2"
"ANG261",2.65181902010504,-17.3839362709702,"Crab","female",3.935771682,"Crab","C_F","2"
"ANG262",3.15928149814716,-13.6997406600461,"Crab","female",4.384085574,"Crab","C_F","2"
"ANG263",1.46949063830159,-14.1432248774175,"Crab","female",6.094104292,"Crab","C_F","2"
"ANG264",5.49047747291084,-15.0492582391625,"Crab","female",2.953925008,"Crab","C_F","2"
"ANG266",3.45911213810475,-13.5150511319468,"Crab","female",1.119892852,"Crab","C_F","2"
"ANG268",1.57179645001879,-13.3914120505239,"Crab","female",1.269946419,"Crab","C_F","2"
"ANG269",2.26707690664493,-11.8128153072976,"Crab","female",2.71424457,"Crab","C_F","2"
"ANG270",3.66773647212994,-14.1613867411169,"Crab","female",1.731621236,"Crab","C_F","2"
"ANG271",-9.62820751767195,8.2483442173471,NA,"female",69.75002883,"Hybrid",NA,"2"
"ANG272",1.93583718494294,-12.7781511562797,NA,"female",69.92639328,"Hybrid",NA,"2"
"ANG273",1.70570402439433,-12.4994872813212,NA,"female",71.80824826,"Hybrid",NA,"2"
